node_group,dst_label,count,fraction
TN_high_below_threshold,node 238383,2,0.004000000
TN_high_below_threshold,node 342358,2,0.004000000
TN_high_below_threshold,node 238431,2,0.004000000
TN_high_below_threshold,node 342364,2,0.004000000
TN_high_below_threshold,node 238415,2,0.004000000
TN_high_below_threshold,node 238372,2,0.004000000
TN_high_below_threshold,node 238463,2,0.004000000
TN_high_below_threshold,node 343161,2,0.004000000
TN_high_below_threshold,node 342370,2,0.004000000
TN_high_below_threshold,node 342334,2,0.004000000
TN_high_below_threshold,node 342348,2,0.004000000
TN_high_below_threshold,node 238409,2,0.004000000
TN_high_below_threshold,node 238429,2,0.004000000
TN_high_below_threshold,node 238413,2,0.004000000
TN_high_below_threshold,node 342311,2,0.004000000
TN_high_below_threshold,node 342366,2,0.004000000
TN_high_below_threshold,node 323597,2,0.004000000
TN_high_below_threshold,node 219929,2,0.004000000
TN_high_below_threshold,node 363224,2,0.004000000
TN_high_below_threshold,node 363285,1,0.002000000
TN_high_below_threshold,node 238425,1,0.002000000
TN_high_below_threshold,node 363297,1,0.002000000
TN_high_below_threshold,node 342368,1,0.002000000
TN_high_below_threshold,node 363249,1,0.002000000
TN_high_below_threshold,node 342320,1,0.002000000
TN_high_below_threshold,node 363287,1,0.002000000
TN_high_below_threshold,node 238427,1,0.002000000
TN_high_below_threshold,node 363291,1,0.002000000
TN_high_below_threshold,node 342362,1,0.002000000
